Date,Day,Month,River,Gen_Dam,Wind,Rainfall,Rank_Dam,New_Rainfall
1/30/2014,30,January,"Sungai Galas, Dabong",33.69,0.9,1,2,2
1/31/2014,31,January,"Sungai Galas, Dabong",33.54,0.9,1,2,2
2/1/2014,1,February,"Sungai Galas, Dabong",33.46,0.9,1,2,0
2/2/2014,2,February,"Sungai Galas, Dabong",33.31,1,1,2,0
2/3/2014,3,February,"Sungai Galas, Dabong",33.08,0.7,1,2,0
2/4/2014,4,February,"Sungai Galas, Dabong",32.9,0.9,1,2,2
2/5/2014,5,February,"Sungai Galas, Dabong",32.87,0.9,1,2,2
2/6/2014,6,February,"Sungai Galas, Dabong",32.86,0.8,1,2,1
2/7/2014,7,February,"Sungai Galas, Dabong",32.85,1,1,2,3
2/8/2014,8,February,"Sungai Galas, Dabong",32.57,1.1,1,2,4
2/9/2014,9,February,"Sungai Galas, Dabong",32.37,1,1,2,0
2/10/2014,10,February,"Sungai Galas, Dabong",32.23,1.1,1,2,3
2/11/2014,11,February,"Sungai Galas, Dabong",32.19,1.1,1,2,3
2/12/2014,12,February,"Sungai Galas, Dabong",32.15,0.8,1,2,3
2/13/2014,13,February,"Sungai Galas, Dabong",32.14,0.8,1,2,1
2/14/2014,14,February,"Sungai Galas, Dabong",31.98,1.1,1,1,0
2/15/2014,15,February,"Sungai Galas, Dabong",31.83,0.9,1,1,0
2/16/2014,16,February,"Sungai Galas, Dabong",31.75,1,1,1,2
2/17/2014,17,February,"Sungai Galas, Dabong",31.69,1.1,1,1,0
2/18/2014,18,February,"Sungai Galas, Dabong",31.67,1.2,1,1,5
2/19/2014,19,February,"Sungai Galas, Dabong",31.58,1,1,1,2
2/20/2014,20,February,"Sungai Galas, Dabong",31.54,0.8,1,1,3
2/21/2014,21,February,"Sungai Galas, Dabong",31.23,0.7,1,1,0
2/22/2014,22,February,"Sungai Galas, Dabong",31.19,0.7,1,1,1
2/23/2014,23,February,"Sungai Galas, Dabong",31.19,0.9,1,1,1
2/24/2014,24,February,"Sungai Galas, Dabong",31.04,1.2,1,1,0
2/25/2014,25,February,"Sungai Galas, Dabong",30.7,0.9,1,1,0
2/26/2014,26,February,"Sungai Galas, Dabong",30.49,1,1,1,0
2/27/2014,27,February,"Sungai Galas, Dabong",30.34,1.2,1,1,2
2/28/2014,28,February,"Sungai Galas, Dabong",30.2,0.7,1,1,1
3/1/2014,1,March,"Sungai Galas, Dabong",30.1,0.8,1,1,0
3/2/2014,2,March,"Sungai Galas, Dabong",30.04,0.7,1,1,1
3/3/2014,3,March,"Sungai Galas, Dabong",29.92,0.6,1,1,0
3/4/2014,4,March,"Sungai Galas, Dabong",29.75,0.8,1,1,3
3/5/2014,5,March,"Sungai Galas, Dabong",29.74,1,1,1,4
3/6/2014,6,March,"Sungai Galas, Dabong",29.67,1.1,1,1,2
3/7/2014,7,March,"Sungai Galas, Dabong",29.63,0.9,1,1,2
3/8/2014,8,March,"Sungai Galas, Dabong",29.59,1.2,1,1,0
3/9/2014,9,March,"Sungai Galas, Dabong",29.49,1.1,1,1,1
3/10/2014,10,March,"Sungai Galas, Dabong",29.22,1.1,1,1,1
3/11/2014,11,March,"Sungai Galas, Dabong",29.16,0.9,1,1,0
3/12/2014,12,March,"Sungai Galas, Dabong",29.01,1.1,1,1,0
3/13/2014,13,March,"Sungai Galas, Dabong",28.91,0.9,1,1,1
3/14/2014,14,March,"Sungai Galas, Dabong",28.9,0.7,1,1,0
3/15/2014,15,March,"Sungai Galas, Dabong",28.79,0.9,1,1,3
3/16/2014,16,March,"Sungai Galas, Dabong",28.52,0.5,1,1,3
3/17/2014,17,March,"Sungai Galas, Dabong",28.52,0.6,1,1,0
3/18/2014,18,March,"Sungai Galas, Dabong",28.42,1.2,1,1,0
3/19/2014,19,March,"Sungai Galas, Dabong",28.32,1.1,1,1,1
3/20/2014,20,March,"Sungai Galas, Dabong",28.29,1.2,1,1,2
3/21/2014,21,March,"Sungai Galas, Dabong",28.21,0.9,1,1,3
3/22/2014,22,March,"Sungai Galas, Dabong",28.18,1,1,1,3
3/23/2014,23,March,"Sungai Galas, Dabong",27.99,0.9,1,1,0
3/24/2014,24,March,"Sungai Galas, Dabong",27.85,1.5,1,1,1
3/25/2014,25,March,"Sungai Galas, Dabong",27.8,1.3,1,1,2
3/26/2014,26,March,"Sungai Galas, Dabong",27.75,0.8,1,1,0
3/27/2014,27,March,"Sungai Galas, Dabong",27.72,1.1,1,1,1
3/28/2014,28,March,"Sungai Galas, Dabong",27.46,1,1,1,0
3/29/2014,29,March,"Sungai Galas, Dabong",27.43,0.8,1,1,0
3/30/2014,30,March,"Sungai Galas, Dabong",27.4,0.9,1,1,1
3/31/2014,31,March,"Sungai Galas, Dabong",27.34,1,1,1,1
4/1/2014,1,April,"Sungai Galas, Dabong",27.16,1.1,1,1,1
4/2/2014,2,April,"Sungai Galas, Dabong",27.08,0.7,1,1,0
4/3/2014,3,April,"Sungai Galas, Dabong",27.07,0.9,1,1,1
4/4/2014,4,April,"Sungai Galas, Dabong",27.07,1,1,1,0
4/5/2014,5,April,"Sungai Galas, Dabong",27.05,0.6,1,1,1
4/6/2014,6,April,"Sungai Galas, Dabong",27.02,0.7,1,1,3
4/7/2014,7,April,"Sungai Galas, Dabong",27.02,0.7,1,1,0
4/8/2014,8,April,"Sungai Galas, Dabong",26.92,0.7,1,1,3
4/9/2014,9,April,"Sungai Galas, Dabong",26.79,0.7,1,1,1
4/10/2014,10,April,"Sungai Galas, Dabong",26.77,0.8,1,1,3
4/11/2014,11,April,"Sungai Galas, Dabong",26.76,0.7,1,1,3
4/12/2014,12,April,"Sungai Galas, Dabong",26.75,0.7,1,1,4
4/13/2014,13,April,"Sungai Galas, Dabong",26.7,0.8,1,1,0
4/14/2014,14,April,"Sungai Galas, Dabong",26.66,0.9,1,1,3
4/15/2014,15,April,"Sungai Galas, Dabong",26.65,1,1,1,0
4/16/2014,16,April,"Sungai Galas, Dabong",26.46,0.9,1,1,2
4/17/2014,17,April,"Sungai Galas, Dabong",26.33,0.8,1,1,5
4/18/2014,18,April,"Sungai Galas, Dabong",26.33,1.1,1,1,1
4/19/2014,19,April,"Sungai Galas, Dabong",26.24,0.9,1,1,4
4/20/2014,20,April,"Sungai Galas, Dabong",26.2,1,1,1,1
4/21/2014,21,April,"Sungai Galas, Dabong",26.07,0.7,1,1,3
4/22/2014,22,April,"Sungai Galas, Dabong",26.04,1,1,1,0
4/23/2014,23,April,"Sungai Galas, Dabong",26.01,0.9,1,1,0
4/24/2014,24,April,"Sungai Galas, Dabong",25.89,0.9,1,1,1
4/25/2014,25,April,"Sungai Galas, Dabong",25.8,0.8,1,1,3
4/26/2014,26,April,"Sungai Galas, Dabong",25.48,0.7,1,1,0
4/27/2014,27,April,"Sungai Galas, Dabong",25.25,0.8,1,1,1
4/28/2014,28,April,"Sungai Galas, Dabong",25.21,0.7,1,1,0
4/29/2014,29,April,"Sungai Galas, Dabong",25.14,0.9,1,1,0
4/30/2014,30,April,"Sungai Galas, Dabong",25.12,1,1,1,3
5/1/2014,1,May,"Sungai Galas, Dabong",25.01,1,1,1,0
5/2/2014,2,May,"Sungai Galas, Dabong",24.77,1,1,1,2
5/3/2014,3,May,"Sungai Galas, Dabong",24.66,0.7,1,1,0
5/4/2014,4,May,"Sungai Galas, Dabong",24.39,0.7,1,1,0
5/5/2014,5,May,"Sungai Galas, Dabong",24.35,1,1,1,0
5/6/2014,6,May,"Sungai Galas, Dabong",24.23,0.9,1,1,1
5/7/2014,7,May,"Sungai Galas, Dabong",24.16,0.9,1,1,1
5/8/2014,8,May,"Sungai Galas, Dabong",24.09,1,1,1,2
5/9/2014,9,May,"Sungai Galas, Dabong",24.05,1,1,1,3
5/10/2014,10,May,"Sungai Galas, Dabong",24.01,1,1,1,0
5/11/2014,11,May,"Sungai Galas, Dabong",23.98,0.9,1,1,2
5/12/2014,12,May,"Sungai Galas, Dabong",23.97,0.9,1,1,1
5/13/2014,13,May,"Sungai Galas, Dabong",23.93,1.1,1,1,1
5/14/2014,14,May,"Sungai Galas, Dabong",23.82,1,1,1,2
5/15/2014,15,May,"Sungai Galas, Dabong",23.69,0.7,1,1,5
5/16/2014,16,May,"Sungai Galas, Dabong",23.38,0.8,1,1,2
5/17/2014,17,May,"Sungai Galas, Dabong",23.3,0.7,1,1,0
5/18/2014,18,May,"Sungai Galas, Dabong",23.29,0.8,1,1,2
5/19/2014,19,May,"Sungai Galas, Dabong",23.22,0.7,1,1,0
5/20/2014,20,May,"Sungai Galas, Dabong",23.22,0.9,1,1,2
5/21/2014,21,May,"Sungai Galas, Dabong",23.15,0.7,1,1,2
5/22/2014,22,May,"Sungai Galas, Dabong",23.15,1.1,1,1,1
5/23/2014,23,May,"Sungai Galas, Dabong",22.88,0.9,1,1,1
5/24/2014,24,May,"Sungai Galas, Dabong",22.71,0.8,1,1,2
5/25/2014,25,May,"Sungai Galas, Dabong",22.61,0.7,1,1,1
5/26/2014,26,May,"Sungai Galas, Dabong",22.54,1,1,1,0
5/27/2014,27,May,"Sungai Galas, Dabong",21.73,1.1,1,1,0
5/28/2014,28,May,"Sungai Galas, Dabong",21.66,0.9,1,1,0
5/29/2014,29,May,"Sungai Galas, Dabong",21.61,1.1,1,1,0
5/30/2014,30,May,"Sungai Galas, Dabong",21.54,0.7,1,1,0
5/31/2014,31,May,"Sungai Galas, Dabong",21.21,0.8,1,1,4
6/1/2014,1,June,"Sungai Galas, Dabong",21.08,0.8,1,1,0
6/2/2014,2,June,"Sungai Galas, Dabong",21.02,0.7,1,1,2
6/3/2014,3,June,"Sungai Galas, Dabong",20.86,1.1,1,1,5
6/4/2014,4,June,"Sungai Galas, Dabong",20.71,1.1,1,1,0
6/5/2014,5,June,"Sungai Galas, Dabong",20.67,1.2,1,1,0
6/6/2014,6,June,"Sungai Galas, Dabong",20.59,1.1,1,1,2
6/7/2014,7,June,"Sungai Galas, Dabong",20.41,1,1,1,4
6/8/2014,8,June,"Sungai Galas, Dabong",20.1,1,1,1,1
6/9/2014,9,June,"Sungai Galas, Dabong",19.86,0.7,1,1,4
6/10/2014,10,June,"Sungai Galas, Dabong",19.61,0.8,1,1,2
6/11/2014,11,June,"Sungai Galas, Dabong",19.58,0.6,1,1,0
6/12/2014,12,June,"Sungai Galas, Dabong",19.47,0.8,1,1,0
6/13/2014,13,June,"Sungai Galas, Dabong",19.4,0.9,1,1,2
6/14/2014,14,June,"Sungai Galas, Dabong",19.33,1.1,1,1,0
6/15/2014,15,June,"Sungai Galas, Dabong",19.16,1.1,1,1,2
6/16/2014,16,June,"Sungai Galas, Dabong",18.75,0.9,1,1,1
6/17/2014,17,June,"Sungai Galas, Dabong",18.15,1,1,1,3
6/18/2014,18,June,"Sungai Galas, Dabong",18.1,0.7,1,1,0
6/19/2014,19,June,"Sungai Galas, Dabong",18.09,1,1,1,0
6/20/2014,20,June,"Sungai Galas, Dabong",17.69,1,1,1,0
6/21/2014,21,June,"Sungai Galas, Dabong",16.94,0.8,1,1,2
6/22/2014,22,June,"Sungai Galas, Dabong",16.7,1.1,1,1,3
6/23/2014,23,June,"Sungai Galas, Dabong",16.43,1.1,1,1,3
6/24/2014,24,June,"Sungai Galas, Dabong",16.14,1.2,1,1,0
6/25/2014,25,June,"Sungai Galas, Dabong",15.14,1,1,1,1
6/26/2014,26,June,"Sungai Galas, Dabong",12.48,1.2,1,1,0
6/27/2014,27,June,"Sungai Galas, Dabong",12.05,1,1,1,1
6/28/2014,28,June,"Sungai Galas, Dabong",11.28,0.9,1,1,0
6/29/2014,29,June,"Sungai Galas, Dabong",4.36,1.1,1,1,0
6/30/2014,30,June,"Sungai Galas, Dabong",2.08,1,1,1,0
7/1/2014,1,July,"Sungai Galas, Dabong",10.15,0.9,1,1,3
7/2/2014,2,July,"Sungai Galas, Dabong",12.2,0.9,1,1,3
7/3/2014,3,July,"Sungai Galas, Dabong",12.47,0.9,1,1,0
7/4/2014,4,July,"Sungai Galas, Dabong",15.09,1.5,1,1,2
7/5/2014,5,July,"Sungai Galas, Dabong",15.94,1.8,1,1,2
7/6/2014,6,July,"Sungai Galas, Dabong",17.98,1,1,1,1
7/7/2014,7,July,"Sungai Galas, Dabong",18.56,0.9,1,1,0
7/8/2014,8,July,"Sungai Galas, Dabong",18.75,1,1,1,1
7/9/2014,9,July,"Sungai Galas, Dabong",19,0.8,1,1,0
7/10/2014,10,July,"Sungai Galas, Dabong",19.2,0.9,1,1,0
7/11/2014,11,July,"Sungai Galas, Dabong",19.25,1,1,1,3
7/12/2014,12,July,"Sungai Galas, Dabong",19.37,0.7,1,1,0
7/13/2014,13,July,"Sungai Galas, Dabong",19.54,1,1,1,0
7/14/2014,14,July,"Sungai Galas, Dabong",19.6,0.9,1,1,4
7/15/2014,15,July,"Sungai Galas, Dabong",19.62,0.9,1,1,2
7/16/2014,16,July,"Sungai Galas, Dabong",19.64,0.9,1,1,1
7/17/2014,17,July,"Sungai Galas, Dabong",19.95,0.9,1,1,1
7/18/2014,18,July,"Sungai Galas, Dabong",20.11,0.8,1,1,1
7/19/2014,19,July,"Sungai Galas, Dabong",20.15,0.8,1,1,3
7/20/2014,20,July,"Sungai Galas, Dabong",20.29,0.9,1,1,1
7/21/2014,21,July,"Sungai Galas, Dabong",20.59,1.3,1,1,0
7/22/2014,22,July,"Sungai Galas, Dabong",20.64,1,1,1,2
7/23/2014,23,July,"Sungai Galas, Dabong",20.82,1.2,1,1,0
7/24/2014,24,July,"Sungai Galas, Dabong",21.06,0.9,1,1,3
7/25/2014,25,July,"Sungai Galas, Dabong",21.19,0.6,1,1,1
7/26/2014,26,July,"Sungai Galas, Dabong",21.58,0.8,1,1,2
7/27/2014,27,July,"Sungai Galas, Dabong",21.67,1.3,1,1,4
7/28/2014,28,July,"Sungai Galas, Dabong",21.98,1.2,1,1,0
7/29/2014,29,July,"Sungai Galas, Dabong",22.05,1.4,1,1,0
7/30/2014,30,July,"Sungai Galas, Dabong",22.15,1.2,1,1,2
7/31/2014,31,July,"Sungai Galas, Dabong",22.5,0.4,1,1,0
8/1/2014,1,August,"Sungai Galas, Dabong",22.55,0.8,1,1,2
8/2/2014,2,August,"Sungai Galas, Dabong",22.58,0.9,1,1,0
8/3/2014,3,August,"Sungai Galas, Dabong",22.68,0.7,1,1,1
8/4/2014,4,August,"Sungai Galas, Dabong",23.06,0.9,1,1,0
8/5/2014,5,August,"Sungai Galas, Dabong",23.23,0.9,1,1,0
8/6/2014,6,August,"Sungai Galas, Dabong",23.23,0.9,1,1,0
8/7/2014,7,August,"Sungai Galas, Dabong",23.64,0.9,1,1,1
8/8/2014,8,August,"Sungai Galas, Dabong",23.73,1,1,1,5
8/9/2014,9,August,"Sungai Galas, Dabong",23.94,0.8,1,1,0
8/10/2014,10,August,"Sungai Galas, Dabong",23.99,1,1,1,0
8/11/2014,11,August,"Sungai Galas, Dabong",24.17,0.9,1,1,2
8/12/2014,12,August,"Sungai Galas, Dabong",24.24,0.8,1,1,4
8/13/2014,13,August,"Sungai Galas, Dabong",24.51,1.1,1,1,2
8/14/2014,14,August,"Sungai Galas, Dabong",24.74,1.3,1,1,3
8/15/2014,15,August,"Sungai Galas, Dabong",24.85,1.2,1,1,0
8/16/2014,16,August,"Sungai Galas, Dabong",24.97,1,1,1,0
8/17/2014,17,August,"Sungai Galas, Dabong",24.97,0.9,1,1,3
8/18/2014,18,August,"Sungai Galas, Dabong",25.02,0.9,1,1,2
8/19/2014,19,August,"Sungai Galas, Dabong",25.04,1.2,1,1,0
8/20/2014,20,August,"Sungai Galas, Dabong",25.15,0.8,1,1,3
8/21/2014,21,August,"Sungai Galas, Dabong",25.16,1.1,1,1,0
8/22/2014,22,August,"Sungai Galas, Dabong",25.25,1.1,1,1,5
8/23/2014,23,August,"Sungai Galas, Dabong",25.49,0.9,1,1,3
8/24/2014,24,August,"Sungai Galas, Dabong",25.57,0.9,1,1,0
8/25/2014,25,August,"Sungai Galas, Dabong",25.59,0.8,1,1,4
8/26/2014,26,August,"Sungai Galas, Dabong",25.59,1,1,1,1
8/27/2014,27,August,"Sungai Galas, Dabong",25.64,1,1,1,1
8/28/2014,28,August,"Sungai Galas, Dabong",25.75,1,1,1,6
8/29/2014,29,August,"Sungai Galas, Dabong",25.87,0.9,1,1,1
8/30/2014,30,August,"Sungai Galas, Dabong",25.94,1,1,1,2
8/31/2014,31,August,"Sungai Galas, Dabong",26.14,0.6,1,1,3
9/1/2014,1,September,"Sungai Galas, Dabong",26.33,0.6,1,1,0
9/2/2014,2,September,"Sungai Galas, Dabong",26.42,0.3,1,1,1
9/3/2014,3,September,"Sungai Galas, Dabong",26.42,0.8,1,1,1
9/4/2014,4,September,"Sungai Galas, Dabong",26.48,0.6,1,1,4
9/5/2014,5,September,"Sungai Galas, Dabong",26.48,1.1,1,1,0
9/6/2014,6,September,"Sungai Galas, Dabong",26.56,0.6,1,1,3
9/7/2014,7,September,"Sungai Galas, Dabong",26.85,0.9,1,1,4
9/8/2014,8,September,"Sungai Galas, Dabong",27,0.7,1,1,0
9/9/2014,9,September,"Sungai Galas, Dabong",27.02,0.7,1,1,2
9/10/2014,10,September,"Sungai Galas, Dabong",27.09,0.6,1,1,2
9/11/2014,11,September,"Sungai Galas, Dabong",27.14,1,1,1,1
9/12/2014,12,September,"Sungai Galas, Dabong",27.22,1.1,2,1,0
9/13/2014,13,September,"Sungai Galas, Dabong",27.24,0.8,2,1,0
9/14/2014,14,September,"Sungai Galas, Dabong",27.44,0.8,2,1,0
9/15/2014,15,September,"Sungai Galas, Dabong",27.66,0.6,2,1,0
9/16/2014,16,September,"Sungai Galas, Dabong",27.96,0.9,2,1,2
9/17/2014,17,September,"Sungai Galas, Dabong",28.03,1.1,2,1,2
9/18/2014,18,September,"Sungai Galas, Dabong",28.04,0.6,2,1,1
9/19/2014,19,September,"Sungai Galas, Dabong",28.11,0.7,2,1,3
9/20/2014,20,September,"Sungai Galas, Dabong",28.15,0.8,2,1,1
9/21/2014,21,September,"Sungai Galas, Dabong",28.24,0.6,2,1,6
9/22/2014,22,September,"Sungai Galas, Dabong",28.34,1,2,1,0
9/23/2014,23,September,"Sungai Galas, Dabong",28.36,0.9,2,1,0
9/24/2014,24,September,"Sungai Galas, Dabong",28.39,0.8,2,1,3
9/25/2014,25,September,"Sungai Galas, Dabong",28.49,0.8,2,1,0
9/26/2014,26,September,"Sungai Galas, Dabong",28.68,0.7,2,1,2
9/27/2014,27,September,"Sungai Galas, Dabong",28.7,0.5,2,1,4
9/28/2014,28,September,"Sungai Galas, Dabong",28.82,0.6,2,1,3
9/29/2014,29,September,"Sungai Galas, Dabong",28.92,0.9,2,1,0
9/30/2014,30,September,"Sungai Galas, Dabong",29.21,0.7,2,1,0
10/1/2014,1,October,"Sungai Galas, Dabong",29.22,0.9,2,1,2
10/2/2014,2,October,"Sungai Galas, Dabong",29.41,1.1,2,1,4
10/3/2014,3,October,"Sungai Galas, Dabong",29.51,0.9,2,1,0
10/4/2014,4,October,"Sungai Galas, Dabong",29.68,0.5,2,1,3
10/5/2014,5,October,"Sungai Galas, Dabong",29.73,1.1,3,1,2
10/6/2014,6,October,"Sungai Galas, Dabong",29.83,0.5,3,1,0
10/7/2014,7,October,"Sungai Galas, Dabong",29.96,0.4,3,1,3
10/8/2014,8,October,"Sungai Galas, Dabong",30.22,0.8,3,1,3
10/9/2014,9,October,"Sungai Galas, Dabong",30.46,0.9,3,1,2
10/10/2014,10,October,"Sungai Galas, Dabong",30.52,1,3,1,2
10/11/2014,11,October,"Sungai Galas, Dabong",30.52,1,3,1,5
10/12/2014,12,October,"Sungai Galas, Dabong",30.56,0.9,3,1,0
10/13/2014,13,October,"Sungai Galas, Dabong",30.71,1.1,3,1,0
10/14/2014,14,October,"Sungai Galas, Dabong",30.74,0.7,3,1,3
10/15/2014,15,October,"Sungai Galas, Dabong",30.82,0.6,3,1,4
10/16/2014,16,October,"Sungai Galas, Dabong",30.93,0.6,3,1,1
10/17/2014,17,October,"Sungai Galas, Dabong",31.32,0.8,3,1,1
10/18/2014,18,October,"Sungai Galas, Dabong",31.55,0.8,3,1,3
10/19/2014,19,October,"Sungai Galas, Dabong",31.74,0.9,3,1,0
10/20/2014,20,October,"Sungai Galas, Dabong",31.75,0.7,3,1,2
10/21/2014,21,October,"Sungai Galas, Dabong",31.87,0.8,3,1,3
10/22/2014,22,October,"Sungai Galas, Dabong",32,1,3,2,4
10/23/2014,23,October,"Sungai Galas, Dabong",32,0.5,3,2,1
10/24/2014,24,October,"Sungai Galas, Dabong",32.05,0.6,3,2,2
10/25/2014,25,October,"Sungai Galas, Dabong",32.1,0.8,3,2,0
10/26/2014,26,October,"Sungai Galas, Dabong",32.1,0.8,3,2,1
10/27/2014,27,October,"Sungai Galas, Dabong",32.24,0.8,3,2,0
10/28/2014,28,October,"Sungai Galas, Dabong",32.31,1,3,2,1
10/29/2014,29,October,"Sungai Galas, Dabong",32.56,0.7,3,2,1
10/30/2014,30,October,"Sungai Galas, Dabong",32.62,0.7,3,2,3
10/31/2014,31,October,"Sungai Galas, Dabong",32.64,0.7,3,2,3
11/1/2014,1,November,"Sungai Galas, Dabong",32.67,0.9,4,2,4
11/2/2014,2,November,"Sungai Galas, Dabong",32.72,0.8,4,2,0
11/3/2014,3,November,"Sungai Galas, Dabong",32.85,0.6,4,2,3
11/4/2014,4,November,"Sungai Galas, Dabong",32.93,0.8,4,2,3
11/5/2014,5,November,"Sungai Galas, Dabong",32.93,1.2,4,2,3
11/6/2014,6,November,"Sungai Galas, Dabong",33.05,0.5,4,2,2
11/7/2014,7,November,"Sungai Galas, Dabong",33.1,0.5,4,2,3
11/8/2014,8,November,"Sungai Galas, Dabong",33.16,0.7,4,2,2
11/9/2014,9,November,"Sungai Galas, Dabong",33.29,0.4,4,2,2
11/10/2014,10,November,"Sungai Galas, Dabong",33.3,0.6,4,2,0
11/11/2014,11,November,"Sungai Galas, Dabong",33.34,0.8,4,2,1
11/12/2014,12,November,"Sungai Galas, Dabong",33.38,0.9,4,2,0
11/13/2014,13,November,"Sungai Galas, Dabong",33.42,0.5,4,2,0
11/14/2014,14,November,"Sungai Galas, Dabong",33.45,0.6,4,2,2
11/15/2014,15,November,"Sungai Galas, Dabong",33.49,0.7,4,2,2
11/16/2014,16,November,"Sungai Galas, Dabong",33.6,0.4,4,2,2
11/17/2014,17,November,"Sungai Galas, Dabong",33.63,0.8,4,2,2
11/18/2014,18,November,"Sungai Galas, Dabong",33.82,0.4,4,2,1
11/19/2014,19,November,"Sungai Galas, Dabong",34.02,0.9,4,2,1
11/20/2014,20,November,"Sungai Galas, Dabong",34.09,0.7,4,2,0
11/21/2014,21,November,"Sungai Galas, Dabong",34.25,1,4,2,1
11/22/2014,22,November,"Sungai Galas, Dabong",34.38,0.6,4,2,1
11/23/2014,23,November,"Sungai Galas, Dabong",34.47,0.6,4,2,1
11/24/2014,24,November,"Sungai Galas, Dabong",34.49,0.4,4,2,4
11/25/2014,25,November,"Sungai Galas, Dabong",34.6,0.7,4,2,2
11/26/2014,26,November,"Sungai Galas, Dabong",34.87,0.9,4,2,0
11/27/2014,27,November,"Sungai Galas, Dabong",34.95,0.9,4,2,1
11/28/2014,28,November,"Sungai Galas, Dabong",35.08,0.4,4,3,3
11/29/2014,29,November,"Sungai Galas, Dabong",35.08,1,4,3,3
11/30/2014,30,November,"Sungai Galas, Dabong",35.44,0.7,4,3,3
12/1/2014,1,December,"Sungai Galas, Dabong",35.81,1,4,3,0
12/2/2014,2,December,"Sungai Galas, Dabong",36.28,0.3,5,3,2
12/3/2014,3,December,"Sungai Galas, Dabong",36.41,0.7,5,3,0
12/4/2014,4,December,"Sungai Galas, Dabong",36.43,0.8,5,3,0
12/5/2014,5,December,"Sungai Galas, Dabong",36.51,0.3,5,3,0
12/6/2014,6,December,"Sungai Galas, Dabong",36.63,0.6,5,3,0
12/7/2014,7,December,"Sungai Galas, Dabong",36.81,0.9,5,3,1
12/8/2014,8,December,"Sungai Galas, Dabong",36.98,0.9,5,3,1
12/9/2014,9,December,"Sungai Galas, Dabong",37.14,0.8,5,3,1
12/10/2014,10,December,"Sungai Galas, Dabong",37.25,1,5,3,4
12/11/2014,11,December,"Sungai Galas, Dabong",37.27,1,5,3,1
12/12/2014,12,December,"Sungai Galas, Dabong",37.41,0.8,5,3,1
12/13/2014,13,December,"Sungai Galas, Dabong",37.57,0.7,5,3,3
12/14/2014,14,December,"Sungai Galas, Dabong",38.03,0.7,5,4,3
12/15/2014,15,December,"Sungai Galas, Dabong",38.36,0.8,5,4,1
12/16/2014,16,December,"Sungai Galas, Dabong",38.83,0.7,5,4,2
12/17/2014,17,December,"Sungai Galas, Dabong",38.89,0.6,5,4,3
12/18/2014,18,December,"Sungai Galas, Dabong",38.92,0.5,5,4,2
12/19/2014,19,December,"Sungai Galas, Dabong",39.04,0.7,5,4,1
12/20/2014,20,December,"Sungai Galas, Dabong",39.96,1,5,4,1
12/21/2014,21,December,"Sungai Galas, Dabong",40.31,0.9,5,4,5
12/22/2014,22,December,"Sungai Galas, Dabong",41,0.7,5,4,0
12/23/2014,23,December,"Sungai Galas, Dabong",41.05,0.7,5,4,5
12/24/2014,24,December,"Sungai Galas, Dabong",41.22,0.7,5,4,1
12/25/2014,25,December,"Sungai Galas, Dabong",41.59,0.4,5,4,4
12/26/2014,26,December,"Sungai Galas, Dabong",43.14,0.7,5,4,2
12/27/2014,27,December,"Sungai Galas, Dabong",43.38,0.7,6,4,3
12/28/2014,28,December,"Sungai Galas, Dabong",43.89,1,6,4,0
12/29/2014,29,December,"Sungai Galas, Dabong",44.33,0.8,6,4,1
12/30/2014,30,December,"Sungai Galas, Dabong",44.89,0.7,6,4,3
12/31/2014,31,December,"Sungai Galas, Dabong",46.47,0.8,6,4,1
1/1/2013,1,January,"Sungai Lebir, Tualang",38,13,5,4,2
1/2/2013,2,January,"Sungai Lebir, Tualang",38,20,5,4,1
1/3/2013,3,January,"Sungai Lebir, Tualang",38,16,5,4,0
1/4/2013,4,January,"Sungai Lebir, Tualang",38,6,5,4,1
1/5/2013,5,January,"Sungai Lebir, Tualang",38,16,5,4,2
1/6/2013,6,January,"Sungai Lebir, Tualang",38,18,5,4,5
1/7/2013,7,January,"Sungai Lebir, Tualang",38,0,5,4,3
1/8/2013,8,January,"Sungai Lebir, Tualang",38,20,5,4,0
1/9/2013,9,January,"Sungai Lebir, Tualang",38,10,5,4,2
1/10/2013,10,January,"Sungai Lebir, Tualang",38,3,5,4,0
1/11/2013,11,January,"Sungai Lebir, Tualang",38,12,5,4,2
1/12/2013,12,January,"Sungai Lebir, Tualang",37,3,5,4,0
1/13/2013,13,January,"Sungai Lebir, Tualang",37,17,5,4,0
1/14/2013,14,January,"Sungai Lebir, Tualang",37,0,5,4,0
1/15/2013,15,January,"Sungai Lebir, Tualang",37,8,5,4,0
1/16/2013,16,January,"Sungai Lebir, Tualang",37,10,5,4,1
1/17/2013,17,January,"Sungai Lebir, Tualang",37,17,5,4,1
1/18/2013,18,January,"Sungai Lebir, Tualang",37,19,5,4,0
1/19/2013,19,January,"Sungai Lebir, Tualang",37,3,5,4,4
1/20/2013,20,January,"Sungai Lebir, Tualang",37,20,5,4,0
1/21/2013,21,January,"Sungai Lebir, Tualang",37,20,5,4,0
1/22/2013,22,January,"Sungai Lebir, Tualang",37,20,5,4,4
1/23/2013,23,January,"Sungai Lebir, Tualang",37,5,5,4,1
1/24/2013,24,January,"Sungai Lebir, Tualang",37,7,5,4,0
1/25/2013,25,January,"Sungai Lebir, Tualang",36,19,5,4,1
1/26/2013,26,January,"Sungai Lebir, Tualang",36,0,5,4,1
1/27/2013,27,January,"Sungai Lebir, Tualang",36,8,5,4,3
